Pincode,Pickup,Delivery,city,state,Oda Charge BucketName,Oda Charge BucketValue,Opa Extra Tat,Oda Extra Tat
571497,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571498,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571499,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571500,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571501,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571502,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571511,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571512,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571545,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571608,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
571609,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571611,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571612,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571613,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571614,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571615,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571616,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571801,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571803,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571804,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571805,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571806,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571808,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571809,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
571810,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572108,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572109,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572143,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572144,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572145,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572146,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572147,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572148,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572149,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572150,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,null ,3
572151,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572154,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572155,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572156,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572157,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572158,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572159,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572160,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572161,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572162,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572163,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572164,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572165,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572166,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572167,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572169,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572170,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572171,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572172,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572173,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572174,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572202,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572207,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,null ,3
572209,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,null ,3
572229,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572230,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572231,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572232,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572233,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,null ,3
572234,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572235,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,null ,3
572237,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572238,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572239,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
572240,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573114,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573132,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573138,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573139,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573140,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573143,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573145,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573146,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573147,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573148,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573149,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573150,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573151,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573152,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573153,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573154,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573155,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573156,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573157,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573158,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573159,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573160,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573161,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573163,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573177,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,null ,3
573203,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573204,ACTIVE ,ACTIVE ,XX-XX,XX-XX,XX-XX,0,0,0
573221,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573222,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573223,ACTIVE ,ACTIVE ,XX-XX,XX-XX,XX-XX,0,0,0
573224,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
573228,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Outside Delivery Area ,1,null ,0
573413,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574120,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574121,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
574123,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574124,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574125,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574126,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574127,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574128,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574130,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574131,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574132,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574133,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574134,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574136,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574137,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574138,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574139,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574140,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574147,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574149,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
574152,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
574156,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574157,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574158,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574159,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574160,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574161,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574162,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574163,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574164,ACTIVE ,ACTIVE ,XX-XX,XX-XX,XX-XX,0,0,0
574165,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574166,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574167,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574168,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574169,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574170,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574171,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574172,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574173,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
574174,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574175,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574176,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574177,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574178,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574179,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574180,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574181,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574182,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574183,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574184,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574185,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574186,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574187,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574188,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574189,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574190,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574191,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574192,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574193,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574194,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574195,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574196,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574204,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574208,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574245,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574246,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574247,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574249,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574250,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574251,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574252,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574254,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574255,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574256,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574257,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574258,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574261,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574262,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574263,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574264,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574266,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574268,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574269,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574270,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574271,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574272,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574273,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574275,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574276,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574277,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574278,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574280,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574281,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574282,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574283,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574284,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574286,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574287,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574288,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574289,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574290,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574291,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574292,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574293,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574294,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574295,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574296,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574297,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574298,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574299,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574300,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574301,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574302,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574303,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574304,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574305,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574306,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574307,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574309,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574310,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574311,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574312,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574315,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574316,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574317,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574318,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574319,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574320,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574321,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574329,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574333,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574334,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574335,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574336,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574337,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574371,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574501,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574502,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574503,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574504,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574505,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574507,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574508,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574606,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574718,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
574996,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
575012,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
575021,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
575024,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
575026,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
575027,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
575114,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
575130,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
575152,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
575159,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
575220,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
575221,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
575253,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
575314,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
575328,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
575456,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
575508,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
575550,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
575810,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
575858,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
576001,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
576003,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
576109,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
576110,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
576116,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
576118,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
576119,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
576123,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,0
576125,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
576126,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
576127,INACTIVE ,ACTIVE ,XX-XX,XX-XX,Rivigo Extension 1 ,3,0,3
