Pincode,Pickup,Delivery,city,state,Oda Charge BucketName,Oda Charge BucketValue,Opa Extra Tat,Oda Extra Tat
173209,ACTIVE ,ACTIVE ,SOLAN,HIMACHAL PRADESH,XX-XX,0,0,0
173210,ACTIVE ,ACTIVE ,SOLAN,HIMACHAL PRADESH,XX-XX,0,0,0
173211,ACTIVE ,ACTIVE ,SOLAN,HIMACHAL PRADESH,XX-XX,0,0,0
173212,ACTIVE ,ACTIVE ,SOLAN,HIMACHAL PRADESH,XX-XX,0,0,0
173213,ACTIVE ,ACTIVE ,SOLAN,HIMACHAL PRADESH,XX-XX,0,0,0
173214,ACTIVE ,ACTIVE ,SOLAN,HIMACHAL PRADESH,XX-XX,0,0,0
173215,ACTIVE ,ACTIVE ,SOLAN,HIMACHAL PRADESH,XX-XX,0,0,0
173217,INACTIVE ,ACTIVE ,SOLAN,HIMACHAL PRADESH,Outside Delivery Area ,1,0,5
173218,ACTIVE ,ACTIVE ,SOLAN,HIMACHAL PRADESH,Difficult Terrain ,2,0,0
173220,ACTIVE ,ACTIVE ,SOLAN,HIMACHAL PRADESH,XX-XX,0,0,0
173221,ACTIVE ,ACTIVE ,SOLAN,HIMACHAL PRADESH,Difficult Terrain ,2,0,0
173222,ACTIVE ,ACTIVE ,SOLAN,HIMACHAL PRADESH,Difficult Terrain ,2,0,0
173225,INACTIVE ,ACTIVE ,SOLAN,HIMACHAL PRADESH,Outside Delivery Area ,1,0,5
173229,ACTIVE ,ACTIVE ,SOLAN,HIMACHAL PRADESH,Difficult Terrain ,2,0,0
173230,INACTIVE ,ACTIVE ,SOLAN,HIMACHAL PRADESH,Rivigo Extension 1 ,3,0,5
173233,ACTIVE ,ACTIVE ,SOLAN,HIMACHAL PRADESH,XX-XX,0,0,0
173234,ACTIVE ,ACTIVE ,SOLAN,HIMACHAL PRADESH,Difficult Terrain ,2,0,0
173235,INACTIVE ,ACTIVE ,SOLAN,HIMACHAL PRADESH,Rivigo Extension 1 ,3,0,7
173236,INACTIVE ,ACTIVE ,SOLAN,HIMACHAL PRADESH,Outside Delivery Area ,1,0,3
174101,ACTIVE ,ACTIVE ,SOLAN,HIMACHAL PRADESH,XX-XX,0,0,0
174102,INACTIVE ,ACTIVE ,SOLAN,HIMACHAL PRADESH,Outside Delivery Area ,1,0,3
174103,ACTIVE ,ACTIVE ,SOLAN,HIMACHAL PRADESH,XX-XX,0,0,0
174301,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,XX-XX,0,0,0
174302,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,XX-XX,0,0,0
174303,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,XX-XX,0,0,0
174306,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,XX-XX,0,0,0
174307,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,Difficult Terrain ,2,0,0
174308,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,Difficult Terrain ,2,0,0
174314,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,XX-XX,0,0,0
174315,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,XX-XX,0,0,0
174316,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,XX-XX,0,0,0
174317,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,XX-XX,0,0,0
174319,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,XX-XX,0,0,0
174320,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,XX-XX,0,0,0
174321,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,XX-XX,0,0,0
174503,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,XX-XX,0,0,0
174507,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,XX-XX,0,0,0
176601,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,Difficult Terrain ,2,0,0
177031,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,XX-XX,0,0,0
177039,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,Difficult Terrain ,2,0,0
177109,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,XX-XX,0,0,2
177201,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,Difficult Terrain ,2,0,0
177202,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,Difficult Terrain ,2,0,0
177203,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,Difficult Terrain ,2,0,0
177204,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,Difficult Terrain ,2,0,0
177205,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,Difficult Terrain ,2,0,0
177206,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,Difficult Terrain ,2,0,0
177207,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,XX-XX,0,0,0
177208,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,Difficult Terrain ,2,0,0
177209,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,XX-XX,0,0,0
177210,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,XX-XX,0,0,0
177211,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,XX-XX,0,0,0
177212,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,Difficult Terrain ,2,0,0
177213,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,Difficult Terrain ,2,0,0
177219,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,XX-XX,0,0,0
177220,ACTIVE ,ACTIVE ,UNA,HIMACHAL PRADESH,XX-XX,0,0,0
192101,INACTIVE ,ACTIVE ,ANANTNAG,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
192124,INACTIVE ,ACTIVE ,ANANTNAG,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
192125,INACTIVE ,ACTIVE ,ANANTNAG,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
192126,INACTIVE ,ACTIVE ,ANANTNAG,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
192129,INACTIVE ,ACTIVE ,ANANTNAG,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
192201,INACTIVE ,ACTIVE ,ANANTNAG,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
192202,INACTIVE ,ACTIVE ,ANANTNAG,JAMMU AND KASHMIR,Difficult Terrain ,2,0,7
192210,INACTIVE ,ACTIVE ,ANANTNAG,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
192211,INACTIVE ,ACTIVE ,ANANTNAG,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
192212,INACTIVE ,ACTIVE ,ANANTNAG,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
192221,INACTIVE ,ACTIVE ,ANANTNAG,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
192401,INACTIVE ,ACTIVE ,ANANTNAG,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
193502,INACTIVE ,ACTIVE ,BANDIPORA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
193503,INACTIVE ,ACTIVE ,BANDIPORA,JAMMU AND KASHMIR,Outside Delivery Area ,1,0,5
193504,INACTIVE ,ACTIVE ,BANDIPORA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
193505,INACTIVE ,ACTIVE ,BANDIPORA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
193101,INACTIVE ,ACTIVE ,BARAMULLA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
193103,INACTIVE ,ACTIVE ,BARAMULLA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
193108,INACTIVE ,ACTIVE ,BARAMULLA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
193109,INACTIVE ,ACTIVE ,BARAMULLA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
193121,INACTIVE ,ACTIVE ,BARAMULLA,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
193122,INACTIVE ,ACTIVE ,BARAMULLA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
193123,INACTIVE ,ACTIVE ,BARAMULLA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
193201,INACTIVE ,ACTIVE ,BARAMULLA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
193301,INACTIVE ,ACTIVE ,BARAMULLA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
193402,INACTIVE ,ACTIVE ,BARAMULLA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
193403,INACTIVE ,ACTIVE ,BARAMULLA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
193404,INACTIVE ,ACTIVE ,BARAMULLA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
190007,INACTIVE ,ACTIVE ,Budgam,JAMMU AND KASHMIR,Outside Delivery Area ,1,0,0
190014,ACTIVE ,ACTIVE ,Budgam,JAMMU AND KASHMIR,XX-XX,0,0,0
190015,ACTIVE ,ACTIVE ,Budgam,JAMMU AND KASHMIR,XX-XX,0,0,0
190018,INACTIVE ,ACTIVE ,Budgam,JAMMU AND KASHMIR,Outside Delivery Area ,1,0,0
190019,ACTIVE ,ACTIVE ,Budgam,JAMMU AND KASHMIR,XX-XX,0,0,0
190021,INACTIVE ,ACTIVE ,Budgam,JAMMU AND KASHMIR,Outside Delivery Area ,1,0,0
191111,INACTIVE ,ACTIVE ,Budgam,JAMMU AND KASHMIR,Outside Delivery Area ,1,0,5
191113,INACTIVE ,ACTIVE ,Budgam,JAMMU AND KASHMIR,Outside Delivery Area ,1,0,5
191132,INACTIVE ,ACTIVE ,Budgam,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,0
193401,INACTIVE ,ACTIVE ,Budgam,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
193411,INACTIVE ,ACTIVE ,Budgam,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
182143,INACTIVE ,ACTIVE ,DODA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
182147,INACTIVE ,ACTIVE ,DODA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
182201,INACTIVE ,ACTIVE ,DODA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
182202,INACTIVE ,ACTIVE ,DODA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
182203,INACTIVE ,ACTIVE ,DODA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
182221,INACTIVE ,ACTIVE ,DODA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
182222,INACTIVE ,ACTIVE ,DODA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
191131,ACTIVE ,ACTIVE ,GANDERBAL,JAMMU AND KASHMIR,XX-XX,0,0,0
191201,ACTIVE ,ACTIVE ,GANDERBAL,JAMMU AND KASHMIR,XX-XX,0,0,3
191202,ACTIVE ,ACTIVE ,GANDERBAL,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
193501,INACTIVE ,ACTIVE ,GANDERBAL,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
180001,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
180002,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
180003,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
180004,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
180005,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
180006,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
180007,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
180009,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
180010,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
180011,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
180013,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
180015,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
180016,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
180017,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
180018,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
180019,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
180020,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
181101,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
181102,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,Outside Delivery Area ,1,0,0
181111,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
181121,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
181122,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,Outside Delivery Area ,1,0,0
181123,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
181124,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
181131,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,Outside Delivery Area ,1,0,0
181132,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
181152,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
181201,INACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,Difficult Terrain ,2,0,0
181202,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,Difficult Terrain ,2,0,2
181203,INACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
181204,INACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
181205,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,XX-XX,0,0,0
181206,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,Difficult Terrain ,2,0,0
181207,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,Difficult Terrain ,2,0,0
181221,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,Difficult Terrain ,2,0,0
181224,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,Difficult Terrain ,2,0,2
185154,ACTIVE ,ACTIVE ,JAMMU,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
180012,ACTIVE ,ACTIVE ,KATHUA,JAMMU AND KASHMIR,XX-XX,0,0,0
184101,INACTIVE ,ACTIVE ,KATHUA,JAMMU AND KASHMIR,Difficult Terrain ,2,0,2
184102,INACTIVE ,ACTIVE ,KATHUA,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
184104,INACTIVE ,ACTIVE ,KATHUA,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
184142,ACTIVE ,ACTIVE ,KATHUA,JAMMU AND KASHMIR,Difficult Terrain ,2,0,2
184143,ACTIVE ,ACTIVE ,KATHUA,JAMMU AND KASHMIR,Difficult Terrain ,2,0,2
184144,ACTIVE ,ACTIVE ,KATHUA,JAMMU AND KASHMIR,Difficult Terrain ,2,0,2
184145,ACTIVE ,ACTIVE ,KATHUA,JAMMU AND KASHMIR,Difficult Terrain ,2,0,0
184148,ACTIVE ,ACTIVE ,KATHUA,JAMMU AND KASHMIR,Difficult Terrain ,2,0,2
184151,INACTIVE ,ACTIVE ,KATHUA,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
184152,INACTIVE ,ACTIVE ,KATHUA,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
184201,INACTIVE ,ACTIVE ,KATHUA,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
184202,INACTIVE ,ACTIVE ,KATHUA,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
184203,INACTIVE ,ACTIVE ,KATHUA,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
184204,INACTIVE ,ACTIVE ,KATHUA,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
184206,INACTIVE ,ACTIVE ,KATHUA,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
182206,INACTIVE ,ACTIVE ,KISHTWAR,JAMMU AND KASHMIR,XX-XX,null ,0,null 
192231,INACTIVE ,ACTIVE ,KULGAM,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
192232,INACTIVE ,ACTIVE ,KULGAM,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
192233,INACTIVE ,ACTIVE ,KULGAM,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
193221,INACTIVE ,ACTIVE ,KUPWARA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
193222,INACTIVE ,ACTIVE ,KUPWARA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
193223,INACTIVE ,ACTIVE ,KUPWARA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
193224,INACTIVE ,ACTIVE ,KUPWARA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
193225,INACTIVE ,ACTIVE ,KUPWARA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
193302,INACTIVE ,ACTIVE ,KUPWARA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
193303,INACTIVE ,ACTIVE ,KUPWARA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
185101,INACTIVE ,ACTIVE ,POONCH,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
185102,INACTIVE ,ACTIVE ,POONCH,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
185121,INACTIVE ,ACTIVE ,POONCH,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
185211,INACTIVE ,ACTIVE ,POONCH,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
191102,ACTIVE ,ACTIVE ,PULWAMA,JAMMU AND KASHMIR,XX-XX,0,0,3
191103,ACTIVE ,ACTIVE ,PULWAMA,JAMMU AND KASHMIR,Difficult Terrain ,2,0,3
191112,INACTIVE ,ACTIVE ,PULWAMA,JAMMU AND KASHMIR,Outside Delivery Area ,1,0,5
192121,ACTIVE ,ACTIVE ,PULWAMA,JAMMU AND KASHMIR,XX-XX,0,0,3
192122,INACTIVE ,ACTIVE ,PULWAMA,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
192123,INACTIVE ,ACTIVE ,PULWAMA,JAMMU AND KASHMIR,Outside Delivery Area ,1,0,5
192301,INACTIVE ,ACTIVE ,PULWAMA,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
192302,INACTIVE ,ACTIVE ,PULWAMA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
192304,INACTIVE ,ACTIVE ,PULWAMA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
192306,INACTIVE ,ACTIVE ,PULWAMA,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
185131,INACTIVE ,ACTIVE ,RAJOURI,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
185132,INACTIVE ,ACTIVE ,RAJOURI,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
185133,INACTIVE ,ACTIVE ,RAJOURI,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
185135,INACTIVE ,ACTIVE ,RAJOURI,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
185151,INACTIVE ,ACTIVE ,RAJOURI,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
185152,INACTIVE ,ACTIVE ,RAJOURI,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
185153,INACTIVE ,ACTIVE ,RAJOURI,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
185155,INACTIVE ,ACTIVE ,RAJOURI,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
185156,INACTIVE ,ACTIVE ,RAJOURI,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
185201,INACTIVE ,ACTIVE ,RAJOURI,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
185202,INACTIVE ,ACTIVE ,RAJOURI,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
185212,INACTIVE ,ACTIVE ,RAJOURI,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
185233,INACTIVE ,ACTIVE ,RAJOURI,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
185234,INACTIVE ,ACTIVE ,RAJOURI,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
182144,INACTIVE ,ACTIVE ,RAMBAN,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
182145,INACTIVE ,ACTIVE ,RAMBAN,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
182146,INACTIVE ,ACTIVE ,RAMBAN,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
182148,INACTIVE ,ACTIVE ,RAMBAN,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,7
182121,ACTIVE ,ACTIVE ,REASI,JAMMU AND KASHMIR,Difficult Terrain ,2,0,2
182301,ACTIVE ,ACTIVE ,REASI,JAMMU AND KASHMIR,Difficult Terrain ,2,0,2
182311,INACTIVE ,ACTIVE ,REASI,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
182312,INACTIVE ,ACTIVE ,REASI,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
182313,INACTIVE ,ACTIVE ,REASI,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
182315,INACTIVE ,ACTIVE ,REASI,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
182320,ACTIVE ,ACTIVE ,REASI,JAMMU AND KASHMIR,Difficult Terrain ,2,0,2
185203,INACTIVE ,ACTIVE ,REASI,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
181133,ACTIVE ,ACTIVE ,SAMBA,JAMMU AND KASHMIR,XX-XX,0,0,0
181141,ACTIVE ,ACTIVE ,SAMBA,JAMMU AND KASHMIR,Difficult Terrain ,2,0,0
181143,ACTIVE ,ACTIVE ,SAMBA,JAMMU AND KASHMIR,XX-XX,0,0,0
181145,ACTIVE ,ACTIVE ,SAMBA,JAMMU AND KASHMIR,XX-XX,0,0,0
184120,ACTIVE ,ACTIVE ,SAMBA,JAMMU AND KASHMIR,XX-XX,0,0,0
184121,ACTIVE ,ACTIVE ,SAMBA,JAMMU AND KASHMIR,Difficult Terrain ,2,0,0
184141,ACTIVE ,ACTIVE ,SAMBA,JAMMU AND KASHMIR,Difficult Terrain ,2,0,0
192303,INACTIVE ,ACTIVE ,SHOPIAN,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
192305,INACTIVE ,ACTIVE ,SHOPIAN,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
190001,ACTIVE ,ACTIVE ,SRINAGAR,JAMMU AND KASHMIR,XX-XX,0,0,0
190002,ACTIVE ,ACTIVE ,SRINAGAR,JAMMU AND KASHMIR,XX-XX,0,0,0
190003,ACTIVE ,ACTIVE ,SRINAGAR,JAMMU AND KASHMIR,XX-XX,0,0,0
190004,INACTIVE ,ACTIVE ,SRINAGAR,JAMMU AND KASHMIR,XX-XX,0,0,0
190005,INACTIVE ,ACTIVE ,SRINAGAR,JAMMU AND KASHMIR,Outside Delivery Area ,1,0,0
190006,ACTIVE ,ACTIVE ,SRINAGAR,JAMMU AND KASHMIR,XX-XX,0,0,0
190008,ACTIVE ,ACTIVE ,SRINAGAR,JAMMU AND KASHMIR,XX-XX,0,0,0
190009,ACTIVE ,ACTIVE ,SRINAGAR,JAMMU AND KASHMIR,XX-XX,0,0,0
190010,ACTIVE ,ACTIVE ,SRINAGAR,JAMMU AND KASHMIR,XX-XX,0,0,0
190011,ACTIVE ,ACTIVE ,SRINAGAR,JAMMU AND KASHMIR,XX-XX,0,0,0
190012,ACTIVE ,ACTIVE ,SRINAGAR,JAMMU AND KASHMIR,XX-XX,0,0,0
190017,ACTIVE ,ACTIVE ,SRINAGAR,JAMMU AND KASHMIR,XX-XX,0,0,0
190020,ACTIVE ,ACTIVE ,SRINAGAR,JAMMU AND KASHMIR,XX-XX,0,0,0
190023,INACTIVE ,ACTIVE ,SRINAGAR,JAMMU AND KASHMIR,Outside Delivery Area ,1,0,0
190024,INACTIVE ,ACTIVE ,SRINAGAR,JAMMU AND KASHMIR,Outside Delivery Area ,1,0,5
190025,INACTIVE ,ACTIVE ,SRINAGAR,JAMMU AND KASHMIR,Outside Delivery Area ,1,0,5
191101,ACTIVE ,ACTIVE ,SRINAGAR,JAMMU AND KASHMIR,XX-XX,0,0,0
191121,INACTIVE ,ACTIVE ,SRINAGAR,JAMMU AND KASHMIR,Outside Delivery Area ,1,0,3
182101,INACTIVE ,ACTIVE ,UDHAMPUR,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
182104,ACTIVE ,ACTIVE ,UDHAMPUR,JAMMU AND KASHMIR,Difficult Terrain ,2,0,2
182122,INACTIVE ,ACTIVE ,UDHAMPUR,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
182124,INACTIVE ,ACTIVE ,UDHAMPUR,JAMMU AND KASHMIR,Rivigo Extension 1 ,3,0,5
182125,INACTIVE ,ACTIVE ,UDHAMPUR,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
182126,INACTIVE ,ACTIVE ,UDHAMPUR,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
182127,ACTIVE ,ACTIVE ,UDHAMPUR,JAMMU AND KASHMIR,Difficult Terrain ,2,0,2
182128,INACTIVE ,ACTIVE ,UDHAMPUR,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
182141,INACTIVE ,ACTIVE ,UDHAMPUR,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
182142,INACTIVE ,ACTIVE ,UDHAMPUR,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
182161,INACTIVE ,ACTIVE ,UDHAMPUR,JAMMU AND KASHMIR,Difficult Terrain ,2,0,5
184205,ACTIVE ,ACTIVE ,UDHAMPUR,JAMMU AND KASHMIR,Difficult Terrain ,2,0,2
825102,INACTIVE ,ACTIVE ,BOKARO,JHARKHAND,Outside Delivery Area ,1,0,3
825312,INACTIVE ,ACTIVE ,BOKARO,JHARKHAND,Rivigo Extension 1 ,3,0,3
825315,INACTIVE ,ACTIVE ,BOKARO,JHARKHAND,Rivigo Extension 1 ,3,0,3
827001,ACTIVE ,ACTIVE ,BOKARO,JHARKHAND,XX-XX,0,0,0
827003,ACTIVE ,ACTIVE ,BOKARO,JHARKHAND,XX-XX,0,0,0
827004,ACTIVE ,ACTIVE ,BOKARO,JHARKHAND,XX-XX,0,0,0
